epoch,timestamp,train_loss,train_acc1,train_acc5,val_loss,val_acc1,val_acc5
-1,,,,,0.01805115583105177,0.07258702531645568,0.4861550632911393
0,3.3954756259918213,0.009370586639002115,0.7125366471215349,0.9302705223880591,0.0025395044413707617,0.8980419303797469,0.984375
1,6.707604885101318,0.0021131943719191492,0.9213752665245204,0.9959188432835819,0.0016080250229894284,0.9310719936708861,0.9867484177215188
2,9.879221439361572,0.0014783745474700348,0.9447461353944565,0.9973680703624732,0.0011223195084957165,0.947685917721519,0.987836234177215
3,13.068964004516602,0.001142636713656738,0.9567230810234539,0.9983508795309167,0.000881969411296533,0.9561906645569623,0.9882318037974682
4,16.18990135192871,0.000935044922262255,0.9647854477611938,0.9986840351812365,0.000743452949871978,0.959553006329114,0.9885284810126583
5,19.349127292633057,0.0007949122167224668,0.9697328091684427,0.9988339552238802,0.0006521099907377569,0.9632120253164559,0.9886273734177212
6,22.57845902442932,0.0007033858780013415,0.9734974680170572,0.9990171908315564,0.0005790719341797441,0.9651898734177216,0.9888251582278479
7,25.77988362312317,0.0006306484565454054,0.975662979744137,0.9990171908315568,0.000521748676068386,0.967761075949367,0.9888251582278479
8,29.176925659179688,0.0005747783954521124,0.9778784648187636,0.9990505063965884,0.0005013456488708055,0.9692444620253162,0.9888251582278479
9,32.353689193725586,0.0005320217191074878,0.9794776119402988,0.9991504530916845,0.0004630377390490541,0.970134493670886,0.9889240506329114
