epoch,timestamp,train_loss,train_acc1,train_acc5,val_loss,val_acc1,val_acc5
-1,,,,,0.0179687155339914,0.10729825949367086,0.5657634493670886
0,3.7209956645965576,0.016528252790223328,0.5424773454157781,0.8696361940298509,0.010874769202421739,0.7317049050632909,0.9728045886075948
1,7.4006147384643555,0.00478009749447176,0.849263726012793,0.9895055970149257,0.002705998894835152,0.8890427215189872,0.9842761075949364
2,11.030311822891235,0.002446207768424774,0.9073993869936039,0.9945529051172709,0.0019355002025148193,0.9164359177215191,0.9860561708860758
3,14.730090856552124,0.0019104974402704533,0.9264059168443499,0.996585154584222,0.0015523768063447482,0.9327531645569619,0.9873417721518989
4,18.489158391952515,0.0015741565281143987,0.9395155916844348,0.997351412579957,0.00130016528677101,0.9412579113924052,0.9876384493670886
5,22.064098596572876,0.0013376440615085424,0.9493769989339019,0.9980510394456297,0.001116388485858311,0.9489715189873421,0.9878362341772156
6,25.678466796875,0.0011669136603042157,0.9553071695095947,0.9983009061833688,0.0009962654062810198,0.9529272151898734,0.9880340189873416
7,29.335639715194702,0.0010376221738380394,0.9605876865671641,0.998600746268656,0.0008775229232670899,0.9560917721518988,0.9883306962025317
8,32.98375082015991,0.0009378157581809832,0.9640358475479752,0.9985674307036246,0.000820938450879457,0.9583662974683544,0.9883306962025318
9,36.63495945930481,0.0008579034833977225,0.9674840085287851,0.9987340085287849,0.0007682442278277033,0.9595530063291137,0.9885284810126581
