epoch,timestamp,train_loss,train_acc1,train_acc5,val_loss,val_acc1,val_acc5
-1,,,,,0.017995100114730347,0.08821202531645572,0.4961431962025317
0,3.097479820251465,0.01798875672794354,0.1022621268656716,0.5031150053304905,0.01798425527596022,0.11224287974683542,0.5546874999999998
1,6.301340579986572,0.017982080423914547,0.1123067697228145,0.5146255330490404,0.017979934009947362,0.11224287974683542,0.5078124999999999
2,9.499601364135742,0.017979431873572666,0.1123067697228145,0.5120102611940297,0.017978147780404814,0.11224287974683542,0.5104825949367089
3,12.799131870269775,0.01797838884391892,0.11230676972281448,0.5139425639658852,0.017977257624645773,0.11224287974683542,0.5093947784810129
4,15.98567008972168,0.017977878296457864,0.1123067697228145,0.5204224413646046,0.01797677831181997,0.11224287974683542,0.515625
5,19.208029747009277,0.017977629222277636,0.11230676972281443,0.5217550639658846,0.017976568233740487,0.11224287974683542,0.515625
6,22.41799306869507,0.01797744508650003,0.11230676972281452,0.5171408582089552,0.0179763574247496,0.11224287974683542,0.515625
7,25.554025411605835,0.017977337136483397,0.11230676972281453,0.5192064232409384,0.017976106769299206,0.11224287974683542,0.515625
8,28.718896865844727,0.017977129143756092,0.1123067697228145,0.5173240938166309,0.017976000174125543,0.11224287974683542,0.515625
9,31.938631296157837,0.017977014652638026,0.11230676972281443,0.5171408582089555,0.01797586985969846,0.11224287974683542,0.515625
