epoch,timestamp,train_loss,train_acc1,train_acc5,val_loss,val_acc1,val_acc5
-1,,,,,0.018000863610377796,0.08821202531645572,0.45045490506329106
0,3.243337392807007,0.017907739936638235,0.2398054371002131,0.6751898987206828,0.017759059190372878,0.5391613924050632,0.8212025316455696
1,6.737679958343506,0.01659872138630478,0.6033448827292112,0.893756663113006,0.012016805159989043,0.7047072784810127,0.9653876582278478
2,10.146743774414062,0.005412564493282865,0.82787513326226,0.987606609808103,0.0030459653810138198,0.8768789556962028,0.9824960443037978
3,13.580728530883789,0.0028128404791321923,0.89382329424307,0.9930370469083154,0.0022504831206707782,0.9057555379746834,0.9849683544303797
4,16.983761072158813,0.0022195156477242788,0.9150453091684436,0.9955357142857133,0.0018360708008337587,0.9202927215189876,0.9863528481012658
5,20.642544984817505,0.0018386200238178073,0.9297041577825164,0.9966351279317692,0.0015501487652750546,0.9317642405063291,0.986946202531646
6,24.01733922958374,0.0015706476772319221,0.9400986140724943,0.9974680170575692,0.0013455011754052104,0.9393789556962026,0.9876384493670884
7,27.766649961471558,0.0013645973141197922,0.9475779584221752,0.9978678038379531,0.0011732626227990582,0.9456091772151899,0.9879351265822783
8,31.075292348861694,0.001205962172697986,0.9538412846481873,0.998101012793177,0.0010701026681838612,0.9488726265822786,0.9883306962025316
9,34.254650592803955,0.0010801126473898026,0.9589885394456287,0.9983175639658861,0.0009835587905722089,0.9535205696202531,0.9877373417721518
