epoch,timestamp,train_loss,train_acc1,train_acc5,val_loss,val_acc1,val_acc5
-1,,,,,0.017959490654212013,0.13380142405063297,0.5086036392405064
0,3.026852607727051,0.012756756308780441,0.6457722547974422,0.9107142857142859,0.0036968937824492024,0.8646162974683544,0.9811115506329114
1,6.472509384155273,0.0027641816162017768,0.8965551705756923,0.9936867004264388,0.0020039056523929962,0.9127768987341776,0.9863528481012663
2,10.741353273391724,0.0018591518102557274,0.9279550906183363,0.9966851012793176,0.0014167506820809605,0.9367088607594936,0.9873417721518991
3,14.861274480819702,0.0014274479437948078,0.944762793176973,0.9980343816631138,0.0011233385385948386,0.9488726265822783,0.9879351265822784
4,18.49110460281372,0.0011573851370175214,0.9556736407249464,0.9983342217484014,0.0009251845090781169,0.953817246835443,0.9881329113924048
5,21.569838285446167,0.000976500865161372,0.9629864072494663,0.9985174573560767,0.000800566695218123,0.9601463607594939,0.9886273734177217
6,24.831002235412598,0.0008570459344102115,0.9670009328358203,0.9987839818763321,0.000716162972096328,0.963014240506329,0.9887262658227849
7,28.019968032836914,0.0007694224660808062,0.9704490938166308,0.9989672174840085,0.0006349041546808955,0.9650909810126581,0.9887262658227849
8,31.356544017791748,0.0007015724092655418,0.9730477078891264,0.9989505597014927,0.0006040968027482912,0.9662776898734177,0.9887262658227849
9,34.7456328868866,0.0006482341028102089,0.9746801705756927,0.9990005330490409,0.0005722720929549688,0.966376582278481,0.9888251582278481
