epoch,timestamp,train_loss,train_acc1,train_acc5,val_loss,val_acc1,val_acc5
-1,,,,,0.017959490654212013,0.13380142405063297,0.5086036392405064
0,3.2975637912750244,0.012756821075911067,0.6457389392324093,0.9107142857142854,0.0036970118305327576,0.8646162974683544,0.9811115506329114
1,6.591549396514893,0.0027641785504328195,0.8965385127931776,0.9936867004264389,0.0020038913088096188,0.9127768987341776,0.9863528481012663
2,9.872680187225342,0.0018591527359933465,0.9279550906183373,0.9966851012793176,0.001416566756371957,0.9366099683544302,0.9873417721518991
3,13.216249942779541,0.0014274594562524335,0.944879397654584,0.9980343816631138,0.0011234405460930279,0.9490704113924052,0.9879351265822784
4,16.528246641159058,0.0011574792488143542,0.9555903518123673,0.9983508795309171,0.0009252562270410609,0.9539161392405063,0.9881329113924048
5,19.805933952331543,0.0009765385435139552,0.9630197228144988,0.9985174573560767,0.0008006936384361647,0.9600474683544307,0.9886273734177217
6,23.11878204345703,0.0008569942349615173,0.9670009328358212,0.9987839818763321,0.0007158579297377205,0.9628164556962026,0.9887262658227849
7,26.498036861419678,0.0007693842808003113,0.9703324893390193,0.9989505597014926,0.0006348098184711884,0.9651898734177214,0.9887262658227849
8,29.75912356376648,0.0007014846868144328,0.9729810767590618,0.9989505597014927,0.0006042273245171439,0.9659810126582276,0.9887262658227849
9,33.040398597717285,0.0006481612778435316,0.9747301439232411,0.9990005330490409,0.0005727248475569133,0.9665743670886077,0.9888251582278481
