epoch,timestamp,train_loss,train_acc1,train_acc5,val_loss,val_acc1,val_acc5
-1,,,,,0.018025942028889165,0.07812500000000003,0.4936708860759492
0,3.574068546295166,0.010817839607183369,0.6808702025586353,0.9183435501066101,0.002996629671358705,0.8827136075949369,0.9829905063291139
1,7.001214981079102,0.0024772387393601283,0.9083322228144991,0.9946528518123666,0.0019351019410938145,0.9190071202531647,0.985759493670886
2,10.206493616104126,0.0017896035253239077,0.9321695095948824,0.996585154584222,0.0014193445239459239,0.9357199367088608,0.9872428797468358
3,13.576857328414917,0.0014145621647765393,0.9463452825159916,0.9976512526652445,0.001132083472586163,0.948081487341772,0.9879351265822783
4,16.866061687469482,0.0011614388155776736,0.9562066897654586,0.9981509861407255,0.0009427488075743896,0.9531250000000001,0.9881329113924049
5,20.199141263961792,0.0009768894608708425,0.9634028518123664,0.9984008528784651,0.0008269622128265634,0.9593552215189874,0.9883306962025316
6,23.631064653396606,0.000852257025049332,0.9677005597014926,0.9986174040511727,0.0007096890133687311,0.9621242088607591,0.9884295886075949
7,27.149620532989502,0.0007530066897029751,0.9718650053304905,0.9987673240938165,0.0006224009639136286,0.9642998417721519,0.9888251582278479
8,30.424724817276,0.0006775445727126814,0.9740471748400847,0.9988172974413647,0.0005822935369180897,0.9670688291139239,0.9888251582278479
9,33.767760038375854,0.000616999815292245,0.9766291311300639,0.9989505597014926,0.0005498138361124087,0.9681566455696202,0.9886273734177217
