epoch,timestamp,train_loss,train_acc1,train_acc5,val_loss,val_acc1,val_acc5
-1,,,,,0.01800164080496077,0.08821202531645572,0.4229628164556962
0,3.55078387260437,0.01797200140477752,0.1168043710021322,0.5857042910447762,0.017941034057095087,0.12045094936708862,0.6838409810126582
1,7.072013854980469,0.017902696532989607,0.14194096481876325,0.7356076759061831,0.017848501005504704,0.16880933544303792,0.7928204113924049
2,10.58295726776123,0.017733075955846927,0.3620402452025586,0.8294909381663114,0.01751846499458144,0.5458860759493672,0.8602650316455696
3,14.09434199333191,0.016193676670429424,0.5470915511727077,0.8866104744136454,0.012099657443505298,0.6379549050632916,0.9592563291139243
4,17.634072065353394,0.006726525812797047,0.7701892324093819,0.9795442430703617,0.004193695627530164,0.8346518987341774,0.9777492088607597
5,21.146759033203125,0.0038117158235604783,0.8541777718550109,0.9890225213219618,0.0031001943913642085,0.8740110759493673,0.9833860759493668
6,24.687625885009766,0.0030610602756620635,0.8823793976545847,0.9927705223880593,0.0025975840001166623,0.8909216772151899,0.9849683544303798
7,28.197264909744263,0.0026088020888897895,0.898254264392324,0.9945362473347559,0.0022634711813570674,0.9033821202531647,0.9851661392405064
8,31.71400809288025,0.002289525436998005,0.9103977878464822,0.9955190565031982,0.0020280189838339986,0.9096123417721519,0.9858583860759494
9,35.18282413482666,0.0020533697342059263,0.9201592484008523,0.9962519989339019,0.0018175751906768076,0.9226661392405064,0.9857594936708858
