epoch,timestamp,train_loss,train_acc1,train_acc5,val_loss,val_acc1,val_acc5
-1,,,,,0.017995660110742235,0.08821202531645572,0.4552017405063291
0,2.971708059310913,0.017981661745766073,0.10917510660980806,0.4969849413646057,0.017968011383391626,0.11224287974683542,0.5187895569620251
1,5.930780649185181,0.017955582298989747,0.1123067697228145,0.6075259861407245,0.0179389928337894,0.11224287974683542,0.6680181962025318
2,8.967811107635498,0.017916649234479182,0.1123067697228145,0.7251132729211088,0.017881165223219725,0.11224287974683542,0.7915348101265821
3,11.860098600387573,0.017809296503408893,0.19079824093816633,0.7929437633262261,0.017677692672874362,0.399821993670886,0.8575949367088607
4,14.890826225280762,0.01711039588268378,0.5355477078891262,0.8850946162046912,0.015532464343064194,0.6147151898734176,0.8978441455696202
5,17.886083126068115,0.00913268259502074,0.7168843283582091,0.9680670309168445,0.004715959588655189,0.8132911392405063,0.9757713607594934
6,20.734103679656982,0.0040604105047476495,0.8466317963752661,0.9872068230277178,0.003352013888144041,0.8657041139240507,0.9811115506329116
7,23.72529411315918,0.003186992302820929,0.8789478944562896,0.9912546641791046,0.0027146406797397453,0.8862737341772152,0.982693829113924
8,26.764336109161377,0.002718972974766626,0.8961387260127929,0.993336886993604,0.002390182323612367,0.8962618670886074,0.9848694620253163
9,29.681718587875366,0.002389381632212795,0.9089985341151388,0.9948194296375265,0.00210217269147817,0.9108979430379746,0.985166139240506
