epoch,timestamp,train_loss,train_acc1,train_acc5,val_loss,val_acc1,val_acc5
-1,,,,,0.018000863610377796,0.08821202531645572,0.45045490506329106
0,3.609376907348633,0.01790773824079713,0.23980543710021301,0.675139925373134,0.017759053366659564,0.5391613924050632,0.8211036392405061
1,7.656688451766968,0.016598729241980918,0.6033115671641794,0.8937400053304915,0.012016931136103371,0.7048061708860759,0.9653876582278478
2,11.363156795501709,0.0054126293011216185,0.8278917910447761,0.9875899520255862,0.003046082874282582,0.8768789556962028,0.9824960443037978
3,14.956844329833984,0.002813005641694546,0.8939065831556504,0.9930703624733472,0.0022505945997619184,0.9058544303797469,0.9849683544303797
4,19.084836721420288,0.0022196105281973304,0.9150952825159913,0.9955357142857133,0.0018361845339981472,0.9202927215189876,0.9862539556962023
5,23.431281328201294,0.0018386685763295092,0.9296708422174838,0.9966184701492539,0.0015500504245371497,0.9318631329113924,0.986946202531646
6,33.14508390426636,0.001570786384102118,0.9401819029850743,0.9974846748400852,0.0013455694571359949,0.9392800632911392,0.9876384493670884
7,37.30903148651123,0.0013647401577674895,0.9476112739872063,0.9978678038379531,0.001173344151239586,0.9456091772151899,0.9879351265822783
8,63.81348443031311,0.0012061062070584775,0.9539079157782513,0.9981176705756925,0.0010703872383923615,0.9487737341772151,0.9883306962025316
9,67.51531910896301,0.0010801924162108434,0.9590385127931768,0.9983175639658861,0.0009836461513835193,0.9534216772151897,0.9877373417721518
